Timestamp,Gender,age,marital_status,student _yrs,ongoing_yr,Department,mnt_ fam_ incm,afmi,aware_Bal_diet,fbl, weight,height, hhac,avg_slp_hours,nat_fruit_juice,fries, green_salad,carrots, vegetables,sft_drink,smoke,cnfj,cf,cgs,ccarrots,cveg,csd,csmk,cslppat 
2021/08/12 10:36:02 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Bachelor of dental surgery ,"Below 40,000",No (Stayed more or less the same / increased),Yes,No,51-60 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),more than 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 10:40:16 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,No,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),4 - 6 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,1-3 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/12 10:53:31 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I didn't eat carrots),More than 10 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I don't eat carrots),More than 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 11:05:13 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,Yes,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (regularly),4 - 6 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),1-3 times a week,None (I didn't eat carrots),7 - 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,None (I don't eat carrots),7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/12 11:15:34 pm GMT+6,1,21-25,Single,Postgraduate student,4th year and above,Health and life sciences,"40,000 - 60,000",Yes. (It got reduced),Yes,No,71-80 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,More than 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep less
2021/08/12 11:15:42 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,Health and life sciences,More than 1 Lakh,Yes. (It got reduced),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,4 - 6 times a week,1-3 times a week,More than 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,None (I don't eat carrots),More than 10 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/12 11:41:35 pm GMT+6,1,21-25,Single,Undergraduate,2nd year,Business and Economics,More than 1 Lakh,No (Stayed more or less the same / increased),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),more than 8 hours,1 - 3 times a week,4 - 6 times a week,4 - 6 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/12 11:51:09 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"40,000 - 60,000",No (Stayed more or less the same / increased),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/13 12:02:56 am GMT+6,1,21-25,Single,Undergraduate,4th year and above,Medical science,"Below 40,000",No (Stayed more or less the same / increased),Yes,No,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),4 - 6 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 12:06:58 am GMT+6,1,21-25,Married,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",No (Stayed more or less the same / increased),Yes,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),more than 8 hours,1 - 3 times a week,4 - 6 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/13 12:10:40 am GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"40,000 - 60,000",No (Stayed more or less the same / increased),Yes,No,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 12:21:47 am GMT+6,0,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,Yes,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,4 - 6 times a week,4 - 6 times a week,None (I don't eat carrots),4 - 6 times a week,1-3 times a week,None (I don't smoke),It did not have any impact at all
2021/08/13 12:21:56 am GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,More than 1 Lakh,No (Stayed more or less the same / increased),Yes,No,More than 80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (regularly),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),1-3 times a week,1-3 times a week,4 - 6 times a week,More than 14 times a week,None (I don't drink fruit juice at all),None (I don't eat potatoes),None (I don't eat green salad),1-3 times a week,1-3 times a week,4 - 6 times a week,More than 14 times a week,I sleep more
2021/08/13 12:24:59 am GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"Below 40,000",Yes. (It got reduced),No,No,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,None (I don't eat carrots),1-3 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 12:25:24 am GMT+6,1,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"Below 40,000",Yes. (It got reduced),Yes,No,71-80 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,7 - 10 times a week,None (I didn't eat carrots),More than 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I don't eat carrots),More than 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 12:35:46 am GMT+6,1,15-20,Single,Undergraduate,1st year,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,Yes,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,1-3 times a week,7 - 10 times a week,None (I didn't like them),None (I didn't smoke),4 - 6 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 12:54:09 am GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"Below 40,000",Yes. (It got reduced),Yes,Yes,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),6 - 8 hours,4 - 6 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),7 - 10 times a week,None (I didn't like them),Less 2 times a week,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I don't eat carrots),7 - 10 times a week,None (I don't like them),Less 2 times a week,It did not have any impact at all
2021/08/13 1:02:55 am GMT+6,1,21-25,Single,Undergraduate,3rd year,medical study,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,No,Less than 50 kg,Below 5 feet,No,more than 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I didn't eat carrots),7 - 10 times a week,7 - 10 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,None (I don't eat carrots),7 - 10 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/13 2:42:07 am GMT+6,0,21-25,Single,Undergraduate,3rd year,Engineering and Physical Sciences,"Below 40,000",Yes. (It got reduced),Yes,No,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,More than 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),4 - 6 times a week,None (I don't eat carrots),4 - 6 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/13 2:56:49 am GMT+6,0,21-25,Single,Undergraduate,1st year,Engineering and Physical Sciences,More than 1 Lakh,Yes. (It got reduced),Yes,No,More than 80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),4 - 6 times a week,None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/13 5:06:01 am GMT+6,0,21-25,Single,Undergraduate,2nd year,Business and Economics,"80,000 - 1 Lakh",Yes. (It got reduced),Yes,No,More than 80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),4 - 6 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),I sleep less
2021/08/13 6:01:21 am GMT+6,0,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",No (Stayed more or less the same / increased),No,No,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),4 - 6 times a week,1-3 times a week,None (I didn't eat carrots),More than 10 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,None (I don't eat carrots),More than 10 times a week,1-3 times a week,None (I don't smoke),I sleep less
2021/08/13 9:19:00 am GMT+6,0,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"Below 40,000",Yes. (It got reduced),Yes,No,71-80 kg,5 ft. 4 inch - 5 ft. 7 inch,No,6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),None (I didn't eat green salad),None (I didn't eat carrots),None (I didn't eat them),None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/13 9:32:21 am GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"Below 40,000",Yes. (It got reduced),Yes,Yes,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/13 10:21:14 am GMT+6,0,21-25,Single,Undergraduate,2nd year,Finance,"Below 40,000",Yes. (It got reduced),No,No,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),4 - 6 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),4 - 6 times a week,1-3 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),None (I don't eat green salad),1-3 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 10:32:22 am GMT+6,1,21-25,Single,Undergraduate,4th year and above,BDS-Bachelor Of Dental Surgery,"40,000 - 60,000",Yes. (It got reduced),Yes,No,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),4 - 6 times a week,None (I didn't eat green salad),None (I didn't eat carrots),7 - 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),4 - 6 times a week,7 - 10 times a week,None (I don't smoke),I sleep more
2021/08/13 12:06:40 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Business and Economics,"40,000 - 60,000",No (Stayed more or less the same / increased),Yes,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,1-3 times a week,7 - 10 times a week,7 - 10 times a week,More than 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,7 - 10 times a week,7 - 10 times a week,More than 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/13 12:09:12 pm GMT+6,1,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,No,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,None (I didn't eat potatoes),None (I didn't eat green salad),1-3 times a week,More than 10 times a week,None (I didn't like them),None (I didn't smoke),4 - 6 times a week,None (I don't eat potatoes),None (I don't eat green salad),None (I don't eat carrots),More than 10 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 12:21:23 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,More than 1 Lakh,No (Stayed more or less the same / increased),Yes,No,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),4 - 6 hours,1 - 3 times a week,None (I didn't eat potatoes),7 - 10 times a week,None (I didn't eat carrots),1-3 times a week,1-3 times a week,More than 14 times a week,1 - 3 times a week,1-3 times a week,4 - 6 times a week,None (I don't eat carrots),4 - 6 times a week,None (I don't like them),More than 14 times a week,I sleep less
2021/08/13 12:26:59 pm GMT+6,0,21-25,Single,Undergraduate,2nd year,Business and Economics,More than 1 Lakh,No (Stayed more or less the same / increased),Yes,Yes,61-70 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),4 - 6 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/13 12:30:11 pm GMT+6,0,21-25,Married,Undergraduate,3rd year,Health and life sciences,"60,000 - 80,000",Yes. (It got reduced),No,No,More than 80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),more than 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,None (I don't eat carrots),4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/13 12:33:41 pm GMT+6,1,15-20,Single,Undergraduate,3rd year,Business and Economics,"80,000 - 1 Lakh",Yes. (It got reduced),Yes,No,Less than 50 kg,Below 5 feet,Yes (regularly),6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/13 1:55:10 pm GMT+6,0,15-20,Single,Undergraduate,2nd year,Business and Economics,"60,000 - 80,000",Yes. (It got reduced),Yes,Yes,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),more than 8 hours,1 - 3 times a week,1-3 times a week,7 - 10 times a week,4 - 6 times a week,7 - 10 times a week,1-3 times a week,Less 2 times a week,1 - 3 times a week,1-3 times a week,7 - 10 times a week,4 - 6 times a week,7 - 10 times a week,1-3 times a week,Less 2 times a week,I sleep more
2021/08/13 4:05:44 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Engineering and Physical Sciences,"Below 40,000",Yes. (It got reduced),Yes,Yes,71-80 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),6 - 8 hours,1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,6 - 14 times a week,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,More than 14 times a week,I sleep more
2021/08/13 5:02:38 pm GMT+6,0,21-25,Single,Undergraduate,4th year and above,Health and life sciences,"60,000 - 80,000",Yes. (It got reduced),Yes,Yes,71-80 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),4 - 6 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),1-3 times a week,1-3 times a week,7 - 10 times a week,None (I don't like them),None (I don't smoke),I sleep less
2021/08/13 7:24:28 pm GMT+6,0,21-25,Single,Was a student,Not a student now,Engineering and Physical Sciences,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,Yes,61-70 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,1-3 times a week,1-3 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 9:05:36 pm GMT+6,1,21-25,Single,Undergraduate,3rd year,Health and life sciences,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,Yes,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,None (I didn't eat potatoes),1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),1-3 times a week,None (I don't eat carrots),4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 9:56:44 pm GMT+6,0,26-30,Single,Postgraduate student,1st year,Engineering and Physical Sciences,More than 1 Lakh,No (Stayed more or less the same / increased),Yes,No,51-60 kg,5 ft. 8 inch - 5 ft. 11 inch,Yes (sometimes),6 - 8 hours,1 - 3 times a week,4 - 6 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,4 - 6 times a week,None (I didn't smoke),4 - 6 times a week,4 - 6 times a week,None (I don't eat green salad),None (I don't eat carrots),4 - 6 times a week,4 - 6 times a week,None (I don't smoke),I sleep less
2021/08/13 11:19:33 pm GMT+6,1,15-20,Single,College,1st year,Engineering and Physical Sciences,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,Yes,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (regularly),more than 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 11:23:21 pm GMT+6,1,15-20,Single,College,1st year,Humanities and Social Sciences,"Below 40,000",No (Stayed more or less the same / increased),No,No,61-70 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),more than 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,None (I didn't eat green salad),None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,None (I don't eat green salad),None (I don't eat carrots),4 - 6 times a week,None (I don't like them),None (I don't smoke),I sleep more
2021/08/13 11:27:41 pm GMT+6,1,15-20,Single,College,1st year,Science ,"60,000 - 80,000",No (Stayed more or less the same / increased),Yes,Yes,71-80 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),None (I didn't eat green salad),None (I didn't eat carrots),7 - 10 times a week,None (I didn't like them),None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),None (I don't eat green salad),None (I don't eat carrots),7 - 10 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/13 11:29:23 pm GMT+6,1,15-20,Single,College,1st year,Engineering and Physical Sciences,"40,000 - 60,000",Yes. (It got reduced),No,No,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),more than 8 hours,1 - 3 times a week,More than 10 times a week,None (I didn't eat green salad),1-3 times a week,1-3 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,More than 10 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/13 11:30:01 pm GMT+6,1,15-20,Single,College,1st year,Engineering and Physical Sciences,"40,000 - 60,000",No (Stayed more or less the same / increased),No,Yes,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),4 - 6 times a week,1-3 times a week,7 - 10 times a week,None (I didn't like them),None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),4 - 6 times a week,1-3 times a week,1-3 times a week,None (I don't like them),None (I don't smoke),It did not have any impact at all
2021/08/13 11:30:06 pm GMT+6,1,15-20,Single,College,1st year,HSC,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (sometimes),more than 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,1-3 times a week,4 - 6 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),None (I don't eat potatoes),1-3 times a week,None (I don't eat carrots),4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/13 11:31:43 pm GMT+6,1,15-20,Single,College,1st year,Health and life sciences,"Below 40,000",Yes. (It got reduced),No,No,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),more than 8 hours,None (I didn't drink fruit juice at all),More than 10 times a week,7 - 10 times a week,7 - 10 times a week,4 - 6 times a week,4 - 6 times a week,2 - 5 times a week,None (I don't drink fruit juice at all),7 - 10 times a week,7 - 10 times a week,4 - 6 times a week,7 - 10 times a week,7 - 10 times a week,6 - 14 times a week,I sleep more
2021/08/14 12:18:58 am GMT+6,1,15-20,Single,College,1st year,Science,"40,000 - 60,000",Yes. (It got reduced),Yes,Yes,Less than 50 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),6 - 8 hours,4 - 6 times a week,4 - 6 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I didn't smoke),4 - 6 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/14 12:33:56 am GMT+6,0,15-20,Single,College,2nd year,Science,"Below 40,000",No (Stayed more or less the same / increased),Yes,No,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,No,6 - 8 hours,None (I didn't drink fruit juice at all),None (I didn't eat potatoes),None (I didn't eat green salad),None (I didn't eat carrots),1-3 times a week,4 - 6 times a week,None (I didn't smoke),1 - 3 times a week,None (I don't eat potatoes),None (I don't eat green salad),None (I don't eat carrots),1-3 times a week,4 - 6 times a week,None (I don't smoke),I sleep more
2021/08/14 12:38:55 am GMT+6,0,15-20,Single,College,2nd year,Science,"Below 40,000",Yes. (It got reduced),No,No,51-60 kg,5 ft. - 5 ft 3 inch,Yes (regularly),more than 8 hours,None (I didn't drink fruit juice at all),1-3 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,7 - 10 times a week,None (I didn't smoke),None (I don't drink fruit juice at all),1-3 times a week,4 - 6 times a week,1-3 times a week,4 - 6 times a week,4 - 6 times a week,None (I don't smoke),It did not have any impact at all
2021/08/14 12:41:53 am GMT+6,1,15-20,Single,College,1st year,Science ,"Below 40,000",Yes. (It got reduced),Yes,No,Less than 50 kg,5 ft. 4 inch - 5 ft. 7 inch,Yes (regularly),more than 8 hours,1 - 3 times a week,1-3 times a week,1-3 times a week,None (I didn't eat carrots),4 - 6 times a week,1-3 times a week,None (I didn't smoke),1 - 3 times a week,1-3 times a week,1-3 times a week,None (I don't eat carrots),4 - 6 times a week,1-3 times a week,None (I don't smoke),I sleep less
2021/08/14 12:50:24 am GMT+6,0,21-25,Single,Undergraduate,3rd year,Health and life sciences,"Below 40,000",No (Stayed more or less the same / increased),Yes,No,51-60 kg,5 ft. - 5 ft 3 inch,Yes (sometimes),4 - 6 hours,None (I didn't drink fruit juice at all),4 - 6 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,Less 2 times a week,None (I don't drink fruit juice at all),4 - 6 times a week,1-3 times a week,1-3 times a week,7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
2021/08/14 1:57:34 am GMT+6,0,21-25,Single,Undergraduate,4th year and above,MBBS,"Below 40,000",No (Stayed more or less the same / increased),Yes,Yes,61-70 kg,5 ft. 4 inch - 5 ft. 7 inch,No,more than 8 hours,7 - 10 times a week,None (I didn't eat potatoes),None (I didn't eat green salad),None (I didn't eat carrots),7 - 10 times a week,1-3 times a week,None (I didn't smoke),7 - 10 times a week,None (I don't eat potatoes),None (I don't eat green salad),7 - 10 times a week,7 - 10 times a week,1-3 times a week,None (I don't smoke),I sleep more
